"carat","cut","color","clarity","depth","table","price","x","y","z"
0.56,"Ideal","E","SI1",62.7,57,1580,5.23,5.27,3.29
0.4,"Ideal","J","VS1",60.4,56,641,4.77,4.8,2.89
0.27,"Very Good","G","VVS1",62.9,55,566,4.12,4.15,2.6
0.91,"Very Good","G","SI2",64,61,3387,6.05,6.08,3.88
0.9,"Ideal","F","SI2",62.4,55,4593,6.17,6.2,3.86
0.73,"Ideal","G","VVS1",61.3,56,3667,5.79,5.82,3.56
0.52,"Ideal","D","SI1",62.4,57,1600,5.14,5.18,3.22
0.9,"Premium","E","SI1",62.8,58,4677,6.13,6.09,3.84
1.71,"Premium","G","VS2",61.3,58,11032,7.64,7.6,4.67
0.34,"Ideal","G","VS2",62.2,57,596,4.44,4.47,2.77
0.4,"Premium","F","VS1",62.6,58,1050,4.72,4.68,2.94
0.52,"Ideal","G","VS1",62.7,57,1815,5.15,5.12,3.22
0.3,"Premium","G","VVS2",62,58,684,4.26,4.29,2.65
0.9,"Good","G","SI1",62.2,62.5,3816,6.08,6.1,3.78
1.5,"Premium","G","VVS2",61.2,59,12821,7.4,7.31,4.5
0.5,"Premium","D","VS2",61.1,58,1683,5.18,5.09,3.14
1.39,"Premium","E","SI2",62.7,58,7311,6.99,7.11,4.42
0.34,"Very Good","F","VVS2",59.6,60,724,4.54,4.59,2.72
0.3,"Ideal","E","VVS1",62.4,55,826,4.32,4.34,2.7
0.7,"Premium","J","VS1",60.9,58,2005,5.73,5.66,3.47
0.33,"Premium","G","IF",60.8,58,984,4.42,4.46,2.7
1.3,"Premium","G","VS2",60.9,60,9051,6.99,7.04,4.27
1.14,"Ideal","F","I1",61.7,57,3755,6.67,6.7,4.13
0.46,"Ideal","D","VS1",61.6,57,1637,4.95,4.98,3.06
0.5,"Good","G","SI1",60.2,64,1138,5.11,5.04,3.05
0.3,"Ideal","F","VS1",61.5,55,587,4.33,4.35,2.67
0.62,"Ideal","E","VS1",60.3,57,2492,5.52,5.57,3.35
1.45,"Fair","F","SI2",64.4,58,6455,7.17,7.11,4.59
0.32,"Ideal","F","VVS2",61.2,55,800,4.43,4.46,2.72
1.03,"Premium","J","VS1",61.8,58,3957,6.51,6.41,3.99
0.38,"Ideal","F","IF",62.2,55,1397,4.66,4.64,2.89
1.01,"Ideal","F","VS1",62.2,57,7240,6.48,6.39,4
1.01,"Premium","G","SI1",61.5,59,5006,6.48,6.43,3.97
0.74,"Ideal","F","SI2",62,56,2655,5.78,5.82,3.6
0.38,"Ideal","D","VS1",62.4,56,1170,4.68,4.64,2.91
0.46,"Ideal","H","VVS1",62.3,54,1227,4.96,4.99,3.1
1.3,"Premium","F","VVS1",59.3,59,14068,7.11,7.08,4.22
0.51,"Good","G","VVS1",63.2,58,1872,5.08,5.11,3.22
0.51,"Very Good","D","VS2",63.5,56,1793,5.1,5.07,3.23
0.42,"Very Good","H","VVS2",62.9,56,921,4.75,4.79,3
0.51,"Good","D","SI2",63.8,56,1180,5.07,5.09,3.24
1.5,"Very Good","H","SI1",58.8,63,9573,7.42,7.38,4.35
1.12,"Ideal","G","SI2",61.3,55,4990,6.74,6.7,4.12
0.4,"Premium","F","SI1",62.5,59,945,4.71,4.67,2.93
1.02,"Premium","G","VS2",62.6,59,6087,6.43,6.39,4.01
0.53,"Ideal","H","IF",61.4,55,2059,5.21,5.24,3.21
0.42,"Ideal","D","VVS2",62.5,57,1389,4.8,4.77,2.99
0.6,"Ideal","F","VS2",61.9,55,1875,5.43,5.46,3.37
0.23,"Very Good","D","VVS2",62.5,58,530,3.92,3.95,2.46
0.35,"Ideal","E","SI1",62.3,56,614,4.53,4.56,2.83
0.36,"Ideal","G","VVS1",61.7,55,1163,4.58,4.6,2.83
1.04,"Ideal","D","VVS2",60.9,57,11511,6.54,6.6,4
1.57,"Premium","H","VS1",59.8,60,11272,7.63,7.56,4.54
0.37,"Ideal","I","VS2",61.5,56,537,4.6,4.63,2.84
2.04,"Good","F","SI2",64,57,14936,8.04,7.98,5.13
0.37,"Premium","H","SI1",60.4,59,666,4.63,4.58,2.78
0.7,"Fair","D","VS2",65.2,59,2560,5.58,5.55,3.63
0.53,"Ideal","H","IF",60.2,56,1712,5.29,5.32,3.19
1.5,"Ideal","E","SI1",62.6,56,10777,7.27,7.3,4.56
1.01,"Fair","D","VS2",65.6,61,6176,6.21,6.16,4.06
0.32,"Ideal","D","VS2",62.6,55,758,4.37,4.39,2.74
0.44,"Very Good","H","IF",61.1,57,1194,4.91,4.94,3.01
1.15,"Premium","I","SI1",62.2,56,4637,6.77,6.67,4.18
0.42,"Very Good","G","VS2",60.1,61,847,4.81,4.84,2.9
1.5,"Ideal","I","SI1",59.4,60,8555,7.54,7.5,4.47
1.03,"Very Good","D","SI2",63.7,56,4580,6.32,6.39,4.05
0.31,"Ideal","I","SI1",62.7,56,523,4.34,4.3,2.71
1.24,"Ideal","H","SI1",62.5,56,6095,6.92,6.88,4.31
0.54,"Ideal","G","VS1",62.3,55,1754,5.2,5.24,3.25
0.4,"Good","J","VS1",63.5,56,589,4.69,4.7,2.98
0.8,"Ideal","I","VS2",62.6,54,2694,5.93,5.96,3.72
1.2,"Very Good","H","SI2",61.5,58,5884,6.78,6.84,4.19
0.31,"Very Good","G","VS2",63.1,58,698,4.35,4.3,2.73
1.56,"Good","J","VS2",62.3,64,8107,7.41,7.36,4.6
1.01,"Premium","G","VS2",62.1,59,5864,6.43,6.38,3.98
0.32,"Ideal","E","VVS1",60.9,56,813,4.41,4.43,2.69
0.38,"Premium","E","VS2",61.8,58,866,4.61,4.64,2.86
0.71,"Very Good","I","SI1",62.9,59,2008,5.66,5.7,3.57
0.4,"Premium","F","VS2",59.7,58,1080,4.83,4.79,2.87
0.9,"Premium","F","SI2",60.1,59,3704,6.31,6.24,3.77
1.53,"Ideal","J","VS2",61.4,58,7550,7.35,7.43,4.54
0.31,"Ideal","H","VVS2",61.4,56,609,4.38,4.41,2.7
0.56,"Ideal","G","SI1",62.5,56,1340,5.21,5.28,3.28
0.75,"Very Good","F","SI1",63.1,58,2347,5.7,5.74,3.61
1.54,"Premium","H","VS2",61.9,59,11769,7.33,7.31,4.53
1.01,"Very Good","H","SI1",63.6,56,4873,6.31,6.37,4.03
0.5,"Premium","D","SI1",62.2,58,1272,5.08,5.12,3.17
1.01,"Good","I","VS2",62.5,59,4239,6.3,6.37,3.96
0.9,"Very Good","F","SI1",62.8,56,3842,6.11,6.15,3.85
1.04,"Ideal","H","SI2",62,57,3669,6.53,6.43,4.02
1.12,"Ideal","G","VVS2",61.5,57,10305,6.65,6.67,4.1
0.37,"Good","E","VS1",63.3,56,818,4.58,4.61,2.91
0.7,"Good","F","VS2",64.3,59,2373,5.6,5.56,3.59
1.01,"Premium","D","SI2",58,60,3604,6.58,6.53,3.8
0.34,"Premium","D","VS2",60.4,60,805,4.51,4.56,2.74
1.01,"Premium","E","VS2",60.2,58,6335,6.56,6.52,3.94
0.4,"Good","D","SI2",63.8,54,798,4.73,4.7,3.01
0.48,"Ideal","F","SI2",61,57,918,5.05,5.08,3.09
0.32,"Very Good","G","VS1",61.9,56,660,4.41,4.45,2.74
1.01,"Ideal","H","SI1",62.3,59,4876,6.36,6.41,3.98
1.6,"Ideal","J","VS1",62.1,57,8904,7.46,7.54,4.66
1.21,"Ideal","F","VVS1",59.8,60,12230,6.95,6.89,4.14
1.04,"Very Good","D","SI2",62.9,58,5265,6.41,6.47,4.05
0.71,"Very Good","E","VS1",63.3,59,2946,5.64,5.67,3.58
1,"Ideal","D","SI2",62.7,58,5246,6.34,6.39,3.99
0.32,"Very Good","I","VS2",63.4,55,576,4.37,4.33,2.76
0.3,"Ideal","G","VS1",61.8,54,776,4.32,4.29,2.66
1.12,"Ideal","F","SI2",61.8,56,5277,6.65,6.68,4.12
0.51,"Premium","E","SI1",62.8,61,1443,5.07,5.06,3.18
0.53,"Ideal","F","VS1",62,55,1812,5.15,5.2,3.21
0.41,"Ideal","J","VS1",60.2,57,647,4.81,4.85,2.91
1.15,"Good","H","VS1",64.3,54,5935,6.66,6.62,4.27
0.9,"Very Good","G","SI1",62,58,3841,6.14,6.18,3.82
1,"Very Good","F","VVS1",61.1,57,9870,6.36,6.51,3.93
1.12,"Ideal","D","VS1",61.1,57,9694,6.68,6.75,4.1
1.17,"Ideal","H","IF",61,53,8266,6.89,6.85,4.19
0.45,"Ideal","G","VS1",62.8,58,1055,4.83,4.88,3.05
0.5,"Good","D","SI1",62.9,59,1436,4.94,5.01,3.13
0.9,"Good","G","VS2",64,59,3801,6.04,6.08,3.88
1.22,"Ideal","H","VS2",61.4,57,6947,6.89,6.85,4.22
0.7,"Ideal","G","VS1",61.4,57,3034,5.7,5.73,3.51
0.49,"Ideal","H","SI2",60.7,56,1190,5.13,5.18,3.13
0.31,"Very Good","G","VS1",59.6,61,625,4.35,4.38,2.6
0.93,"Good","G","SI1",63.8,58,4452,6.09,6.14,3.9
0.8,"Good","E","SI2",63.7,54,2829,5.91,5.87,3.75
0.32,"Ideal","G","VVS2",62.6,57,730,4.34,4.38,2.73
0.9,"Ideal","F","SI2",62.6,57,3704,6.2,6.13,3.86
0.43,"Ideal","E","VS2",62.8,56,1048,4.86,4.79,3.03
0.93,"Premium","F","SI1",62.3,58,4373,6.18,6.22,3.86
1.01,"Ideal","D","SI2",62,57,4242,6.42,6.38,3.97
0.37,"Premium","E","VS2",61.5,58,1041,4.66,4.61,2.85
1.2,"Ideal","E","VVS2",61.5,57,11883,6.79,6.89,4.21
1,"Good","G","VVS2",62.4,61,6748,6.32,6.3,3.94
2.3,"Premium","I","VS2",61.8,60,18239,8.47,8.39,5.21
2.46,"Ideal","J","SI2",62.3,57,16466,8.66,8.57,5.37
1.01,"Very Good","F","VS2",61,57,6073,6.42,6.5,3.94
0.31,"Ideal","D","VS2",62.2,56,734,4.32,4.33,2.69
0.41,"Ideal","D","SI1",61.3,56,722,4.8,4.82,2.95
1.53,"Premium","E","VS2",61.6,58,16049,7.35,7.32,4.52
1.14,"Premium","H","SI1",59.2,58,4980,6.86,6.8,4.04
1.15,"Ideal","F","VVS2",62.1,55,8903,6.74,6.69,4.17
1.02,"Fair","F","SI2",66.6,58,3633,6.21,6.14,4.11
0.41,"Premium","F","VVS2",60.1,58,1115,4.79,4.83,2.89
1.62,"Premium","H","SI1",62.2,58,11455,7.5,7.46,4.65
0.3,"Very Good","D","VS2",62.9,59,710,4.22,4.27,2.67
0.32,"Ideal","F","VS1",61.9,56,900,4.4,4.35,2.71
1.3,"Very Good","F","SI2",61.1,58,6149,6.98,7.02,4.28
0.74,"Ideal","E","SI2",60.9,57,2594,5.83,5.89,3.57
1.01,"Good","H","SI2",65.7,60,3926,6.17,6.19,4.06
0.34,"Ideal","G","VVS2",61.6,56,995,4.49,4.47,2.76
0.51,"Ideal","G","VVS2",61.6,56,1875,5.12,5.17,3.17
0.33,"Ideal","E","VS2",61.9,54,928,4.47,4.42,2.75
0.37,"Ideal","D","VVS2",62.4,56,857,4.56,4.64,2.87
1.01,"Very Good","G","VS2",62.4,58,6019,6.42,6.4,4
1.07,"Very Good","G","VS2",61.9,60,6101,6.48,6.55,4.03
1.53,"Premium","I","VS1",62,57,9877,7.39,7.35,4.57
1.01,"Premium","H","VS1",61.1,58,5515,6.48,6.45,3.95
0.32,"Very Good","D","VS2",62.9,59,657,4.36,4.39,2.75
0.74,"Very Good","I","VS1",62.3,60,2491,5.78,5.8,3.61
0.53,"Ideal","G","IF",62.1,57,2372,5.16,5.21,3.22
0.51,"Very Good","D","SI2",62.8,57,1264,5.1,5.12,3.21
1.5,"Good","H","SI1",64.9,57,8112,7.08,7.15,4.62
0.72,"Premium","F","VS1",62.2,57,3167,5.74,5.67,3.55
1.01,"Ideal","G","VVS2",62,58,7597,6.36,6.39,3.95
0.33,"Premium","E","SI1",60.4,59,579,4.43,4.47,2.69
0.31,"Ideal","H","SI1",62.9,56,558,4.31,4.27,2.7
1.5,"Premium","G","VS1",62.7,58,14234,7.3,7.25,4.56
1.51,"Very Good","H","VVS2",63.1,59,11934,7.28,7.26,4.59
1.26,"Ideal","H","VS1",60.9,57,8238,6.97,6.99,4.25
1.04,"Ideal","E","SI2",62,55,4804,6.48,6.51,4.03
1,"Very Good","E","VS2",62.8,60,6600,6.32,6.36,3.98
0.5,"Ideal","D","VS2",60.7,57,1854,5.12,5.22,3.14
0.9,"Good","G","VS1",63.9,57,4223,6.08,6.03,3.87
0.73,"Ideal","H","VVS1",62.1,56,3220,5.75,5.8,3.59
0.41,"Premium","D","VVS2",61.9,59,1105,4.75,4.78,2.95
0.44,"Very Good","E","VVS2",59.6,59,1337,4.98,4.99,2.97
0.36,"Premium","G","SI2",61.9,56,608,4.59,4.55,2.83
1,"Good","E","SI2",59.9,63,4184,6.45,6.5,3.88
1.57,"Ideal","I","SI1",62,59,9095,7.41,7.45,4.61
0.53,"Very Good","E","VS1",63,56,1776,5.13,5.16,3.24
0.54,"Ideal","E","VS2",61.9,55,1847,5.24,5.2,3.23
0.55,"Ideal","D","SI1",60.6,56,1692,5.27,5.32,3.21
0.53,"Ideal","F","VVS2",62,57,2177,5.17,5.2,3.21
1.18,"Ideal","E","I1",61.6,56,4229,6.82,6.79,4.19
1,"Good","E","VS1",63.6,59,7260,6.32,6.35,4.03
1.06,"Ideal","I","SI2",61.8,57,4270,6.57,6.6,4.07
0.54,"Ideal","J","VVS1",62.2,54,1239,5.23,5.25,3.26
1.01,"Premium","E","SI1",59.2,60,5656,6.56,6.51,3.87
0.3,"Ideal","G","VVS1",62.1,56,1094,4.35,4.28,2.68
0.62,"Premium","G","VS1",62.9,58,1770,5.41,5.37,3.39
0.28,"Very Good","F","VVS2",61.8,60,596,4.16,4.19,2.58
0.32,"Ideal","E","SI1",61,56,559,4.41,4.45,2.7
0.8,"Very Good","F","SI1",63.1,58,3093,5.89,5.93,3.73
0.9,"Fair","E","SI2",65.8,58,3084,6.02,5.98,3.95
0.32,"Ideal","D","SI1",60.9,56,589,4.4,4.43,2.69
0.56,"Ideal","I","VVS1",60.8,57,1605,5.31,5.34,3.24
2.01,"Very Good","I","SI1",63.5,55,12271,8.07,8.01,5.11
2.09,"Very Good","I","SI2",63.1,60,13500,8.04,8.12,5.1
1.39,"Premium","F","SI1",62.4,59,8925,7.14,7.09,4.44
0.4,"Very Good","I","SI1",63.2,54,765,4.69,4.67,2.96
0.31,"Premium","E","VS2",61,59,872,4.39,4.33,2.66
0.7,"Very Good","F","SI1",62.9,59,2401,5.62,5.67,3.55
1.22,"Premium","I","VS2",62.3,59,5832,6.79,6.83,4.24
1.06,"Premium","F","SI2",62.4,58,4372,6.5,6.54,4.07
1,"Ideal","F","SI2",61.8,57,4197,6.36,6.45,3.96
0.71,"Premium","E","SI2",59,60,2410,5.9,5.87,3.47
1.2,"Very Good","F","VS2",61.8,58,9007,6.75,6.78,4.18
0.4,"Very Good","E","VS2",63.8,55,791,4.66,4.71,2.99
0.33,"Premium","E","VVS1",60.1,58,1052,4.51,4.47,2.7
0.73,"Ideal","D","VVS2",62,53.6,4547,5.76,5.8,3.59
1.2,"Ideal","I","SI1",62.1,55,5174,6.83,6.79,4.23
1.07,"Ideal","G","VS1",62.2,56,7748,6.53,6.56,4.07
0.39,"Very Good","J","VVS1",61.8,56,718,4.64,4.71,2.89
1,"Very Good","G","SI2",63.1,63,3713,6.33,6.23,3.96
1.19,"Premium","I","SI1",61.3,59,5464,6.84,6.79,4.18
1.02,"Ideal","E","IF",62.6,57,11500,6.41,6.47,4.03
1.03,"Premium","H","VS2",62.6,56,5364,6.43,6.38,4.01
0.3,"Ideal","H","VVS2",61.6,55,776,4.34,4.3,2.66
1.04,"Very Good","H","VS2",60.4,56,5738,6.55,6.59,3.97
0.5,"Ideal","E","SI2",62.5,57,1240,5.07,5.04,3.16
0.31,"Very Good","H","VVS1",58.5,59,755,4.45,4.5,2.62
0.42,"Very Good","I","VVS2",61.7,55,771,4.81,4.85,2.98
0.53,"Ideal","I","VS2",62.2,56,1163,5.15,5.2,3.22
0.48,"Ideal","F","IF",62.1,55,2154,5,5.05,3.12
0.41,"Ideal","H","VS2",61.3,56,941,4.81,4.84,2.96
0.52,"Ideal","D","VS2",62.3,56,1919,5.16,5.11,3.2
1.23,"Premium","H","VS2",61.4,59,6291,6.85,6.87,4.21
0.32,"Ideal","D","VS2",61.9,55,758,4.39,4.43,2.73
0.57,"Premium","E","VS2",62.2,59,2274,5.29,5.26,3.28
0.71,"Very Good","H","VS2",59.2,63,2428,5.81,5.85,3.45
0.53,"Very Good","D","SI2",62.9,54,1314,5.13,5.17,3.24
0.57,"Ideal","E","VS1",62.9,57,1982,5.29,5.27,3.32
0.54,"Ideal","E","VS2",61.8,55,1847,5.26,5.24,3.24
1.51,"Ideal","G","VS2",62.2,57,12947,7.28,7.36,4.55
1.02,"Ideal","G","VS2",62.6,58,5915,6.43,6.39,4.01
1.01,"Ideal","G","VS2",60.6,58,6295,6.44,6.5,3.92
0.52,"Premium","H","SI1",62.6,55,1219,5.16,5.12,3.22
0.46,"Ideal","E","SI2",61.3,56,870,4.96,5.02,3.06
1.7,"Ideal","I","VS1",63,55,12030,7.75,7.54,4.76
0.34,"Ideal","F","VVS2",61.8,55,1003,4.46,4.51,2.77
1.14,"Premium","G","VS2",61.9,58,6256,6.72,6.68,4.15
0.88,"Very Good","H","VS2",63.2,57,3472,6.08,6.15,3.87
1.2,"Very Good","H","SI2",60.2,58,5408,6.88,6.94,4.16
0.7,"Very Good","F","VS2",59.5,58,2812,5.75,5.85,3.45
0.72,"Ideal","F","VS2",62,56,2943,5.77,5.75,3.57
0.34,"Ideal","E","SI2",62,56,477,4.45,4.48,2.77
1.01,"Fair","E","SI2",67.6,57,2862,6.21,6.11,4.18
1.6,"Premium","I","SI1",60.3,59,8808,7.56,7.61,4.57
1.03,"Very Good","F","SI2",62.2,56,4449,6.51,6.48,4.04
0.5,"Good","F","VS2",63.6,57,1436,5.03,5.07,3.21
1.22,"Ideal","H","SI2",61,57,5502,6.88,6.93,4.2
1,"Good","F","SI1",64.9,57,4844,6.25,6.32,4.08
0.71,"Ideal","G","SI1",61.4,55,2423,5.75,5.79,3.54
0.54,"Very Good","E","SI1",63.2,57,1440,5.15,5.2,3.27
1.13,"Ideal","H","VS2",62,55,4708,6.68,6.65,4.13
1.01,"Premium","F","VS2",63,58,6165,6.4,6.34,4.01
0.33,"Ideal","E","VS2",62.4,55,723,4.4,4.42,2.75
1.56,"Ideal","G","SI1",61.2,56,11628,7.51,7.49,4.59
1.59,"Premium","H","SI2",62.6,59,9385,7.42,7.4,4.64
0.64,"Premium","E","VVS2",62.1,58,2870,5.56,5.51,3.44
1.02,"Fair","H","VS2",64.6,61,4462,6.32,6.24,4.06
0.54,"Premium","D","SI1",62.3,60,1715,5.22,5.18,3.24
0.46,"Very Good","E","VS2",58.9,59.4,1345,5.05,5.1,2.99
0.61,"Very Good","D","VVS2",59.6,57,2763,5.56,5.58,3.32
0.85,"Ideal","I","VS1",61.9,56,3548,6.08,6.1,3.77
2,"Premium","E","SI2",62.2,56,17760,8.14,8.06,5.04
0.56,"Ideal","E","VS2",61.5,57,1792,5.29,5.32,3.26
0.3,"Ideal","G","VVS1",62.2,57,764,4.28,4.3,2.67
0.3,"Good","G","VS2",63.1,56,526,4.25,4.28,2.69
0.38,"Ideal","D","VVS2",61.2,57,1289,4.66,4.68,2.86
0.23,"Good","F","VVS1",58.1,52,458,4.03,4.1,2.36
1.01,"Premium","D","VS1",62.1,58,7575,6.4,6.37,3.97
1.06,"Good","E","SI2",63.9,60,4321,6.45,6.41,4.11
0.35,"Very Good","H","VS2",60.1,56,567,4.61,4.64,2.78
0.41,"Ideal","F","VVS1",61.6,55,1196,4.79,4.82,2.96
0.7,"Ideal","E","SI1",62.7,57,2614,5.64,5.66,3.54
0.3,"Premium","G","VVS2",61.3,57,878,4.33,4.29,2.64
0.31,"Ideal","G","VVS1",61.8,55,743,4.35,4.39,2.7
1.55,"Ideal","G","VS1",62,57,14174,7.37,7.42,4.58
0.82,"Premium","H","SI2",59.5,62,2499,6.13,6.07,3.63
1,"Premium","H","SI1",61.8,59,4150,6.4,6.35,3.94
0.43,"Ideal","E","VVS2",61.7,55,1426,4.86,4.87,3
0.31,"Ideal","H","SI1",61.3,56,464,4.36,4.39,2.68
1.58,"Premium","G","VVS2",62.4,56,14855,7.5,7.4,4.65
0.5,"Ideal","I","VS2",61.9,56,1410,5.08,5.13,3.16
1.07,"Premium","H","SI1",61.5,57,5123,6.63,6.55,4.05
1.07,"Very Good","D","SI2",62.6,61,4861,6.42,6.49,4.04
1.07,"Ideal","E","VVS2",61.7,57,10288,6.61,6.55,4.06
0.7,"Very Good","G","SI1",60.7,58,2074,5.7,5.73,3.47
0.31,"Premium","G","VS2",61.7,59,544,4.31,4.34,2.67
1.02,"Ideal","G","SI1",60.3,56,4708,6.57,6.54,3.95
0.9,"Very Good","D","SI1",61.2,60,4381,6.14,6.19,3.77
0.7,"Premium","G","SI2",58.9,59,1636,5.73,5.7,3.37
0.3,"Premium","G","VS1",61.9,59,776,4.32,4.3,2.67
0.59,"Ideal","E","SI1",61.4,56,1789,5.39,5.36,3.3
0.5,"Ideal","D","VS2",61.2,55,1808,5.12,5.07,3.12
1.55,"Premium","J","SI2",62.6,57,6890,7.37,7.32,4.6
0.32,"Very Good","H","SI2",61.8,55,403,4.35,4.42,2.71
0.56,"Ideal","G","VS2",62.1,56,1698,5.31,5.29,3.29
1.01,"Very Good","F","VS2",61.4,54,5988,6.4,6.47,3.95
1.55,"Ideal","H","VS1",60.6,57,12087,7.51,7.47,4.54
0.3,"Very Good","D","VS1",59.4,60,661,4.34,4.38,2.59
0.38,"Ideal","F","SI2",60.9,56,568,4.69,4.74,2.87
0.7,"Ideal","G","SI2",62.4,56,2092,5.65,5.67,3.53
1.07,"Ideal","I","VS1",62,57,5302,6.56,6.5,4.05
0.47,"Ideal","G","VVS1",61.3,56,1441,5.03,5.05,3.09
0.93,"Very Good","G","VS1",62.1,59,4879,6.16,6.21,3.84
1.51,"Good","G","VS2",63.7,57,9741,7.21,7.18,4.58
1.52,"Good","G","SI1",64.4,59,9368,7.18,7.25,4.65
0.3,"Ideal","E","VS2",62,56,658,4.3,4.34,2.68
1.5,"Good","F","VS2",64,56,10134,7.18,7.13,4.64
0.51,"Premium","E","SI1",62.6,60,1237,5.13,5.06,3.2
0.42,"Good","F","SI1",63.6,57,722,4.7,4.76,3.01
0.5,"Premium","D","VS2",62.1,58,1752,5.03,5.08,3.14
0.31,"Very Good","E","VVS2",58.8,59,704,4.46,4.45,2.62
1.54,"Premium","H","VS2",61,60,11177,7.46,7.42,4.54
0.31,"Good","G","VS1",63.2,56,625,4.28,4.29,2.71
1.73,"Ideal","J","SI1",62.6,57,6927,7.69,7.65,4.8
1.14,"Ideal","E","SI2",62.4,57,5473,6.64,6.7,4.16
0.72,"Good","F","VS2",64.1,64,2589,5.66,5.6,3.61
1.07,"Ideal","J","VS2",61.6,56.3,4602,6.55,6.59,4.04
0.7,"Premium","F","SI1",62.5,59,2354,5.67,5.65,3.54
1.09,"Premium","G","SI1",61.8,59,4322,6.59,6.53,4.06
0.92,"Very Good","E","VS1",61.3,57,5210,6.22,6.27,3.83
0.5,"Good","D","VS1",60.9,62,1657,5.05,5.06,3.08
0.57,"Ideal","F","VS1",61,56,2193,5.36,5.4,3.28
2.01,"Very Good","I","VS2",62.4,58,17570,8.06,7.99,5.01
2.67,"Good","F","SI2",63.8,58,18686,8.69,8.64,5.54
1.55,"Very Good","H","VS2",61.3,61,11602,7.39,7.46,4.55
1.28,"Premium","J","SI2",62.3,58,4553,6.89,6.94,4.31
0.4,"Premium","F","SI1",62.9,58,882,4.72,4.69,2.96
0.92,"Very Good","D","SI1",62.9,56,4676,6.18,6.22,3.9
0.46,"Premium","E","SI1",61.8,57,1035,4.98,4.93,3.06
1.03,"Ideal","E","SI1",62,53,5608,6.47,6.5,4.02
0.54,"Very Good","G","IF",62.5,58,2128,5.19,5.27,3.27
0.4,"Ideal","E","VVS2",61.5,56,1238,4.79,4.74,2.93
0.54,"Ideal","D","VS2",61.8,56,1993,5.24,5.21,3.23
0.7,"Ideal","F","SI1",62.8,56,2528,5.63,5.68,3.55
0.3,"Ideal","E","VVS1",61.3,57,1071,4.32,4.36,2.66
1.5,"Ideal","F","VS2",61.7,54,14092,7.28,7.31,4.5
0.31,"Very Good","D","SI1",62.9,57,571,4.27,4.32,2.7
0.24,"Premium","H","VVS1",61.2,58,554,4.01,3.96,2.44
0.54,"Premium","G","VS1",61.1,59,1847,5.26,5.22,3.2
0.45,"Good","G","VS1",64.1,58.8,1127,4.79,4.86,3.09
0.79,"Ideal","I","VS1",62.2,57,2958,5.89,5.94,3.68
0.7,"Ideal","E","VS2",61,56,3376,5.76,5.79,3.52
0.24,"Ideal","F","VS2",62.2,57,419,3.96,4.01,2.48
0.8,"Ideal","F","SI2",62.5,56,3066,5.94,5.99,3.73
0.55,"Very Good","J","VS2",62.6,57,1062,5.17,5.21,3.25
0.7,"Very Good","H","SI2",63.3,56,1890,5.64,5.68,3.58
0.3,"Ideal","G","VVS1",62,58,764,4.28,4.3,2.66
0.38,"Very Good","G","VS2",62.5,56,775,4.59,4.63,2.88
1,"Fair","E","SI2",65.2,56,4256,6.3,6.12,4.05
0.71,"Very Good","E","VS2",64,57,2804,5.66,5.68,3.63
0.52,"Very Good","E","SI1",63,54,1330,5.11,5.15,3.23
0.9,"Ideal","I","SI1",60.8,57,3251,6.25,6.22,3.79
0.33,"Ideal","E","VS2",62.8,56,928,4.45,4.41,2.78
0.32,"Ideal","E","VVS1",61.7,55,917,4.39,4.43,2.72
0.56,"Premium","G","SI1",60.2,59,1340,5.34,5.36,3.22
1.15,"Premium","H","SI2",60.4,58,3220,6.8,6.75,4.09
1.01,"Good","E","VS2",65.6,55,5829,6.16,6.22,4.06
1.31,"Premium","J","SI1",59.6,59,5876,7.16,7.13,4.26
0.59,"Very Good","F","SI2",58.6,59,1247,5.53,5.57,3.25
1.03,"Good","D","SI1",60.1,62,5088,6.55,6.53,3.93
2.01,"Ideal","J","SI2",60.8,57,13253,8.15,8.13,4.95
0.29,"Very Good","E","VVS1",59.5,61,609,4.29,4.31,2.56
1.03,"Very Good","G","SI2",63,57,4315,6.4,6.42,4.04
0.32,"Ideal","D","SI1",62.1,54,715,4.4,4.45,2.75
1,"Fair","D","SI2",64.8,60,3304,6.23,6.18,4.02
1.29,"Premium","J","VS2",60.5,58,5815,7.07,6.99,4.25
0.38,"Premium","F","SI1",60.4,58,898,4.72,4.68,2.84
0.3,"Ideal","G","VS1",61.7,57,776,4.32,4.3,2.66
0.31,"Ideal","G","IF",62.1,56,871,4.31,4.34,2.69
0.9,"Very Good","F","VS1",62.5,58,5279,6.12,6.17,3.84
0.51,"Ideal","H","SI1",63,57,1195,5.14,5.11,3.23
2.02,"Premium","H","SI2",61.7,61,12680,8.14,8.08,5.01
0.37,"Premium","E","VS2",61.8,59,1041,4.6,4.56,2.83
1.16,"Ideal","G","SI2",61.9,56,4880,6.73,6.77,4.18
0.31,"Ideal","E","VS2",62.4,54,680,4.31,4.35,2.7
0.7,"Good","D","SI1",64.2,60,2298,5.59,5.62,3.6
0.91,"Premium","E","SI1",62.6,58,4138,6.17,6.14,3.85
0.51,"Ideal","F","VS2",62.5,53,1431,5.12,5.15,3.21
1.01,"Very Good","F","VS2",63.3,56,5662,6.36,6.34,4.02
1.51,"Ideal","J","VS2",62,56,8217,7.3,7.34,4.54
0.32,"Ideal","E","VS2",61.5,56,716,4.43,4.45,2.73
0.74,"Very Good","H","SI2",63.1,55,2138,5.72,5.78,3.63
